scheme_code,scheme_name,amc,scheme_type,scheme_category_full,category,sub_category
148757,Mirae Asset Corporate Bond Fund Regular Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
148762,SBI US Specific Equity Active FoF- Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
148768,DSP Floater Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
148786,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148790,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50 50 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148805,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148811,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148821,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
148833,TRUSTMF Liquid Fund-Regular Plan-Growth,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
148884,Canara Robeco Focused Fund - Regular Plan - Growth Option,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
148901,HDFC Multi-Asset Active FOF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
148906,ITI Ultra Short Duration Fund - Regular Plan - Growth Option,ITI Asset Management Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
148918,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
148923,quant Quantamental Fund - Growth Option - Regular Plan,quant Money Managers Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
148929,Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
148943,SBI Nifty Next 50 Index Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148953,Axis Global Innovation Fund of Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
148959,Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth,PPFAS Asset Management Pvt. Ltd.,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
148965,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148974,Kotak Nifty 50 Index Fund - Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148982,BANK OF INDIA Large Cap Fund Regular Plan Growth,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
148987,HDFC Banking & Financial Services Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
148989,ICICI Prudential Flexicap Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
148992,Axis Quant Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149003,Tata Floating Rate Fund-Regular Plan-Growth,Tata Asset Management Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
149012,Invesco India Medium Duration Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
149021,ITI Dynamic Bond Fund - Regular Plan - Growth Option,ITI Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
149040,Navi Nifty 50 Index Fund-Regular Plan-Growth,Navi AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
148698,SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
148692,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
148696,SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
149048,Axis Floater Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
149056,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149068,Tata Business Cycle Fund-Regular Plan-Growth,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149073,TRUSTMF Short Duration Fund-Regular Plan-Growth,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
149089,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
149090,UTI Focused Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
149100,Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149101,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,Mahindra Manulife Investment Management Pvt Ltd,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
149106,HDFC NIFTY50 Equal weight Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149115,Mirae Asset Money Market Fund Regular Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
149116,Union Money Market Fund - Regular Plan -  Growth Option,Union Asset Management Company Private Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
149140,Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149157,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149171,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149181,HDFC Developed World Overseas Equity Passive FOF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149182,Kotak Multicap Fund-Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149198,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60 40 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149208,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40 60 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149218,ICICI Prudential NASDAQ 100 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149228,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth,Mahindra Manulife Investment Management Pvt Ltd,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149241,Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149242,Axis Nifty AAA Bond Plus SDL Apr 2026 50 50 ETF FOF - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149249,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50 50 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
115943,Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option,Tata Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
115944,Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option,Tata Asset Management Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
149252,Edelweiss Nifty 50 Index Fund Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149256,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149270,ITI Pharma and Healthcare Fund - Regular Plan - Growth Option,ITI Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149281,ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149287,HDFC NIFTY Next 50 Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149290,Aditya Birla Sun Life US Equity Passive FOF-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149296,Aditya Birla Sun Life Business Cycle Fund-Regular-Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149299,PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option,PGIM India Asset Management Private Limite,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149305,BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149317,360 ONE QUANT FUND REGULAR GROWTH,360 ONE Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149324,ITI Banking and Financial Services Fund -Regular Plan - Growth Option,ITI Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149328,Nippon India Taiwan Equity fund- Regular Plan- Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149334,ICICI Prudential BSE 500 ETF FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149341,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149351,Tata Corporate Bond Fund-Regular Plan-Growth,Tata Asset Management Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
149366,HDFC Multi Cap Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149371,Axis Nifty 50 Index Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149380,Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Plan - Growth Option,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149382,Axis Multicap Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149390,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149399,BHARAT Bond ETF FOF - April 2032 Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149439,ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149448,Navi Nifty Next 50 Index Fund- Regular Plan- Growth,Navi AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149449,Samco Flexi Cap Fund - Regular Plan - Growth Option,Samco Asset Management Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
149456,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149467,Axis Nifty Next 50 Index Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149472,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149481,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth,Sundaram Asset Management Company Ltd,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149519,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
149532,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
149535,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
149552,Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
149569,Sundaram ELSS Tax Saver Fund Regular Growth,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - ELSS,Equity,ELSS
149585,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
149599,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,Sundaram Asset Management Company Ltd,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
149661,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
149667,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149674,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,Sundaram Asset Management Company Ltd,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
149759,Nippon India Silver ETF FOF-Regular Plan- Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149766,Invesco India Flexi Cap Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
149777,ICICI Prudential Silver ETF FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149783,Aditya Birla Sun Life Silver ETF FOF-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149788,Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149792,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
153520,TRUSTMF OVERNIGHT FUND - UNCLAIMED REDEMPTION PLAN GROWTH,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
153521,TRUSTMF OVERNIGHT FUND - UNCLAIMED REDEMPTION INVESTOR EDUCATION PLAN GROWTH,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
149795,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
149802,UTI BSE Sensex Index Fund - Regular Plan  -Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149805,Navi Nifty Bank Index Fund- Regular Plan- Growth,Navi AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149817,DSP Global Innovation Overseas Equity Omni FoF - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149831,Navi Total Stock Market US Specific Equity Passive FoF- Regular Plan- Growth,Navi AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149833,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149837,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149840,Kotak Manufacture in India Fund - Regular Plan Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
149844,Axis Multi Factor Passive FoF - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
149852,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149859,ICICI Prudential Nifty Bank Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149862,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149869,HDFC NIFTY 100 Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149871,HDFC Nifty 100 Equal Weight Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149872,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149880,UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149886,SBI Multicap Fund- Regular Plan- Growth Option,SBI Funds Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
149893,Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,Navi AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149896,Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149911,Navi NASDAQ100 US Specific Equity Passive FOF- Regular- Growth,Navi AMC Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149938,Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149949,Edelweiss CRISIL PSU Plus SDL 50 50 Oct 2025 Index Fund - Regular Plan Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149960,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth,Invesco Asset Management (India) Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
149963,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149968,DSP Nifty SDL Plus G-Sec Jun 2028 30 70 Index Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
149998,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150011,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60 40 Index Fund - Regular Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150156,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
150160,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
150165,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
150172,Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
150173,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
150185,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
150203,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
150209,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
150250,BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
150258,Baroda BNP Paribas Aggressive Hybrid Fund- REGULAT PLAN -GROWTH OPTION,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
150263,BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
150268,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150284,Baroda BNP Paribas Aqua Fund of Fund - Regular Plan Growth,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
150308,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150312,UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150330,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150345,Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth,Tata Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150347,WhiteOak Capital Flexi Cap Fund Regular Plan-Growth,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
150351,Aditya Birla Sun Life Crisil IBX 60 40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150360,Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150366,NJ Arbitrage Fund - Regular Plan - Growth Option,NJ Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
150368,NJ Overnight Fund - Regular Plan - Growth Option,NJ Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
150382,Edelweiss Focused Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
150385,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
150389,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth,Quantum Asset Management Company Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150393,LIC MF Money Market Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
